Ensembl Gene ID	Associated Gene Name	RefSeq mRNA [e.g. NM_001195597]	RefSeq ncRNA [e.g. NR_002834]
ENSMUSG00000028165	Cisd2	NM_025902	
ENSMUSG00000010048	Ifrd2	NM_025903	
ENSMUSG00000075054	Yae1d1	NM_025904	
ENSMUSG00000021891	Mettl6	NM_025907	
ENSMUSG00000035069	Oma1	NM_025909	
ENSMUSG00000022724	Mina	NM_025910	
ENSMUSG00000030301	Ccdc91	NM_025911	
ENSMUSG00000027495	Fam210b	NM_025912	
ENSMUSG00000019948	Actr6	NM_025914	
ENSMUSG00000045377	Tmem88	NM_025915	
ENSMUSG00000002395	Use1	NM_025917	
ENSMUSG00000020925	Ccdc43	NM_025918	
ENSMUSG00000059291	Rpl11	NM_025919	
ENSMUSG00000026279	Thap4	NM_025920	
ENSMUSG00000031242	2610002M06Rik	NM_025921	
ENSMUSG00000074797	Itpa	NM_025922	
ENSMUSG00000004018	Fancl	NM_025923	
ENSMUSG00000038398	Upf3a	NM_025924	
ENSMUSG00000028035	Dnajb4	NM_025926	
ENSMUSG00000018882	Mrpl45	NM_025927	
ENSMUSG00000028066	Pmf1	NM_025928	
ENSMUSG00000016637	Ift27	NM_025931	
ENSMUSG00000031357	Syap1	NM_025932	
ENSMUSG00000025868	Higd2a	NM_025933	
ENSMUSG00000103104	Riok2	NM_025934	
ENSMUSG00000021368	Tbc1d7	NM_025935	
ENSMUSG00000018848	Rars	NM_025936	
ENSMUSG00000016409	Nkap	NM_025937	
ENSMUSG00000023156	Rpp14	NM_025938	
ENSMUSG00000029247	Paics	NM_025939	
ENSMUSG00000027108	Ola1	NM_025942	
ENSMUSG00000042156	Dzip1	NM_025943	
ENSMUSG00000039611	Tmem246	NM_025944	
ENSMUSG00000047459	Dynlrb1	NM_025947	
ENSMUSG00000066568	Lsm14a	NM_025948	
ENSMUSG00000025665	Rps6ka6	NM_025949	
ENSMUSG00000024780	Cdc37l1	NM_025950	
ENSMUSG00000029186	Pi4k2b	NM_025951	
ENSMUSG00000031232	Magt1	NM_025952	
ENSMUSG00000043445	Pgp	NM_025954	
ENSMUSG00000030319	Cand2	NM_025958	
ENSMUSG00000021832	Psmc6	NM_025959	
ENSMUSG00000002043	Trappc6a	NM_025960	
ENSMUSG00000027199	Gatm	NM_025961	
ENSMUSG00000028690	Mmachc	NM_025962	
ENSMUSG00000052146	Rps10	NM_025963	
ENSMUSG00000025956	Mettl21a	NM_025964	
ENSMUSG00000021427	Ssr1	NM_025965	
ENSMUSG00000062619	2310039H08Rik	NM_025966	
ENSMUSG00000028378	Ptgr1	NM_025968	
ENSMUSG00000024645	Timm21	NM_025969	
ENSMUSG00000057572	Zbtb8os	NM_025970	
ENSMUSG00000025794	Rpl14	NM_025974	
ENSMUSG00000031176	Dynlt3	NM_025975	
ENSMUSG00000022684	Bfar	NM_025976	
ENSMUSG00000027677	Ttc14	NM_025978	
ENSMUSG00000026779	Mastl	NM_025979	
ENSMUSG00000078202	Nrarp	NM_025980	
ENSMUSG00000006736	Tspan31	NM_025982	
ENSMUSG00000016252	Atp5e	NM_025983	
ENSMUSG00000020794	Ube2g1	NM_025985	
ENSMUSG00000022450	Ndufa6	NM_025987	
ENSMUSG00000005505	Kbtbd4	NM_025991	
ENSMUSG00000040599	Mis12	NM_025993	
ENSMUSG00000040659	Efhd2	NM_025994	
ENSMUSG00000019773	Fbxo5	NM_025995	
ENSMUSG00000018322	Tomm34	NM_025996	
ENSMUSG00000038646	Fam103a1	NM_025997	
ENSMUSG00000078532	Nkain1	NM_025998	
ENSMUSG00000030788	Rnf141	NM_025999	
ENSMUSG00000029440	Psmd9	NM_026000	
ENSMUSG00000021932	Rnaseh2b	NM_026001	
ENSMUSG00000022255	Mtdh	NM_026002	
ENSMUSG00000024921	Smarca2	NM_026003	
ENSMUSG00000029780	Nt5c3	NM_026004	
ENSMUSG00000059482	2610301B20Rik	NM_026005	
ENSMUSG00000044982	Sft2d3	NM_026006	
ENSMUSG00000071644	Eef1g	NM_026007	
ENSMUSG00000078622	Ccdc47	NM_026009	
ENSMUSG00000030725	Lipt2	NM_026010	
ENSMUSG00000030105	Arl8b	NM_026011	
ENSMUSG00000032491	Nradd	NM_026012	
ENSMUSG00000027900	Dram2	NM_026013	
ENSMUSG00000006585	Cdt1	NM_026014	
ENSMUSG00000009076	Zmat5	NM_026015	
ENSMUSG00000018559	Ctdnep1	NM_026017	
ENSMUSG00000025508	Rplp2	NM_026020	
ENSMUSG00000026974	Zmynd19	NM_026021	
ENSMUSG00000020328	Nudcd2	NM_026023	
ENSMUSG00000026429	Ube2t	NM_026024	
ENSMUSG00000022635	Zcrb1	NM_026025	
ENSMUSG00000024346	Pfdn1	NM_026027	
ENSMUSG00000030177	Ccdc77	NM_026028	
ENSMUSG00000017286	Glod4	NM_026029	
ENSMUSG00000074656	Eif2s2	NM_026030	
ENSMUSG00000028907	Utp11l	NM_026031	
ENSMUSG00000037296	Lsm1	NM_026032	
ENSMUSG00000007415	Gatad1	NM_026033	
ENSMUSG00000038525	Armc10	NM_026034	
ENSMUSG00000036860	Mrpl55	NM_026035	
ENSMUSG00000032434	Cmtm6	NM_026036	
ENSMUSG00000019718	L3hypdh	NM_026038	
ENSMUSG00000066042	Med18	NM_026039	
ENSMUSG00000024528	Srfbp1	NM_026040	
ENSMUSG00000001305	Rrp15	NM_026041	
ENSMUSG00000003444	Med29	NM_026042	
ENSMUSG00000026975	Dph7	NM_026044	
ENSMUSG00000039449	Prpf18	NM_026045	
ENSMUSG00000057894	Zfp329	NM_026046	
ENSMUSG00000022120	Rnf219	NM_026047	
ENSMUSG00000021276	Cinp	NM_026048	
ENSMUSG00000055760	Gemin6	NM_026053	
ENSMUSG00000032712	2810474O19Rik	NM_026054	
ENSMUSG00000079641	Rpl39	NM_026055	
ENSMUSG00000021373	Cap2	NM_026056	
ENSMUSG00000059878	Zfp422	NM_026057	
ENSMUSG00000008206	Cers4	NM_026058	
ENSMUSG00000025204	Ndufb8	NM_026061	
ENSMUSG00000029270	Fam69a	NM_026062	
ENSMUSG00000024208	Uqcc2	NM_026063	
ENSMUSG00000024048	Myl12a	NM_026064	
ENSMUSG00000062981	Mrpl42	NM_026065	
ENSMUSG00000031527	Eri1	NM_026067	
ENSMUSG00000020801	Med31	NM_026068	
ENSMUSG00000041841	Rpl37	NM_026069	
ENSMUSG00000020744	Slc25a19	NM_026071	
ENSMUSG00000021715	Cwc27	NM_026072	
ENSMUSG00000007987	Ift22	NM_026073	
ENSMUSG00000021716	Srek1ip1	NM_026075	
ENSMUSG00000025102	3110040N11Rik	NM_026077	
ENSMUSG00000028431	Ikbkap	NM_026079	
ENSMUSG00000020477	Mrps24	NM_026080	
ENSMUSG00000043384	Gprasp1	NM_026081	
ENSMUSG00000028556	Dock7	NM_026082	
ENSMUSG00000022000	Zc3h13	NM_026083	
ENSMUSG00000053916	Nanp	NM_026086	
ENSMUSG00000027327	1700037H04Rik	NM_026091	
ENSMUSG00000020180	Snrpd3	NM_026095	
ENSMUSG00000020064	Herc4	NM_026101	
ENSMUSG00000034574	Daam1	NM_026102	
ENSMUSG00000029265	Dr1	NM_026106	
ENSMUSG00000018347	Zkscan6	NM_026107	
ENSMUSG00000022974	Paxbp1	NM_026110	
ENSMUSG00000030407	Qpctl	NM_026111	
ENSMUSG00000030386	Zfp606	NM_026112	
ENSMUSG00000019837	Gtf3c6	NM_026113	
ENSMUSG00000021116	Eif2s1	NM_026114	
ENSMUSG00000027018	Hat1	NM_026115	
ENSMUSG00000022109	Med4	NM_026119	
ENSMUSG00000024726	2410127L17Rik	NM_026120	
ENSMUSG00000037316	Bag4	NM_026121	
ENSMUSG00000066456	Hmgn3	NM_026122	
ENSMUSG00000026111	Unc50	NM_026123	
ENSMUSG00000027637	1110008F13Rik	NM_026124	
ENSMUSG00000023571	Fam132a	NM_026125	
ENSMUSG00000031198	Fundc2	NM_026126	
ENSMUSG00000029616	Erp29	NM_026129	
ENSMUSG00000032042	Srpr	NM_026130	
ENSMUSG00000021493	Pdlim7	NM_026131	
ENSMUSG00000031166	Wdr13	NM_026137	
ENSMUSG00000033436	Armcx2	NM_026139	
ENSMUSG00000030871	Ears2	NM_026140	
ENSMUSG00000015757	Ppil4	NM_026141	
ENSMUSG00000036242	3632451O06Rik	NM_026142	
ENSMUSG00000012117	Dhdds	NM_026144	
ENSMUSG00000001098	Kctd10	NM_026145	
ENSMUSG00000028234	Rps20	NM_026147	
ENSMUSG00000019920	Lims1	NM_026148	
ENSMUSG00000001445	Mrpl10	NM_026154	
ENSMUSG00000027828	Ssr3	NM_026155	
ENSMUSG00000019470	Xab2	NM_026156	
ENSMUSG00000024234	Mtpap	NM_026157	
ENSMUSG00000056666	Retsat	NM_026159	
ENSMUSG00000031812	Map1lc3b	NM_026160	
ENSMUSG00000026748	Plxdc2	NM_026162	
ENSMUSG00000041957	Pkp2	NM_026163	
ENSMUSG00000036257	Pnpla8	NM_026164	
ENSMUSG00000024259	Slc25a46	NM_026165	
ENSMUSG00000019975	Ikbip	NM_026166	
ENSMUSG00000036782	Klhl13	NM_026167	
ENSMUSG00000030304	Ergic2	NM_026168	
ENSMUSG00000024816	Frmd8	NM_026169	
ENSMUSG00000001576	Ergic1	NM_026170	
ENSMUSG00000026516	Nvl	NM_026171	
ENSMUSG00000028223	Decr1	NM_026172	
ENSMUSG00000021671	Poc5	NM_026173	
ENSMUSG00000095463	Entpd4	NM_026174	
ENSMUSG00000002129	Sf3a1	NM_026175	
ENSMUSG00000009030	Pdcl	NM_026176	
ENSMUSG00000022008	Gpalpp1	NM_026177	
ENSMUSG00000003948	Mmd	NM_026178	
ENSMUSG00000032540	Abhd5	NM_026179	
ENSMUSG00000063808	Gpatch1	NM_026181	
ENSMUSG00000027601	Mtfr1	NM_026182	
ENSMUSG00000010122	Slc47a1	NM_026183	
ENSMUSG00000018541	Cwc25	NM_026186	
ENSMUSG00000026199	Ankzf1	NM_026187	
ENSMUSG00000036611	Eepd1	NM_026189	
ENSMUSG00000018425	Dhx40	NM_026191	
ENSMUSG00000023055	Calcoco1	NM_026192	
ENSMUSG00000040359	Ufl1	NM_026194	
ENSMUSG00000026192	Atic	NM_026195	
ENSMUSG00000010554	Mettl16	NM_026197	
ENSMUSG00000068732	Tmem167b	NM_026198	
ENSMUSG00000020074	Ccar1	NM_026201	
ENSMUSG00000038127	Ccdc50	NM_026202	
ENSMUSG00000014177	Tvp23b	NM_026210	
ENSMUSG00000058569	Tmed9	NM_026211	
ENSMUSG00000026922	Agpat2	NM_026212	
ENSMUSG00000022151	Ttc33	NM_026213	
ENSMUSG00000032905	Atg12	NM_026217	
ENSMUSG00000040242	Fgfr1op2	NM_026218	
ENSMUSG00000021520	Uqcrb	NM_026219	
ENSMUSG00000068479	Mfap1a	NM_026220	
ENSMUSG00000016487	Ppfibp1	NM_026221	
ENSMUSG00000027742	Cog6	NM_026225	
ENSMUSG00000028096	Gpr89	NM_026229	
ENSMUSG00000028018	Gstcd	NM_026231	
ENSMUSG00000022003	Slc25a30	NM_026232	
ENSMUSG00000050229	Pigm	NM_026234	
ENSMUSG00000032512	Wdr48	NM_026236	
ENSMUSG00000002280	Narfl	NM_026238	
ENSMUSG00000033578	Tmem35	NM_026239	
ENSMUSG00000001700	Gramd3	NM_026240	
ENSMUSG00000079610	Ankrd39	NM_026241	
ENSMUSG00000055302	Mrfap1	NM_026242	
ENSMUSG00000048833	Slc39a9	NM_026244	
ENSMUSG00000007338	Mrpl49	NM_026246	
ENSMUSG00000026333	Gin1	NM_026250	
ENSMUSG00000020300	Cpeb4	NM_026252	
ENSMUSG00000022749	Tbc1d23	NM_026254	
ENSMUSG00000045100	Slc25a26	NM_026255	
ENSMUSG00000025008	Tctn3	NM_026260	
ENSMUSG00000030327	Necap1	NM_026267	
ENSMUSG00000019960	Dusp6	NM_026268	
ENSMUSG00000025858	Get4	NM_026269	
ENSMUSG00000011096	Akt1s1	NM_026270	
ENSMUSG00000074971	Fibin	NM_026271	
ENSMUSG00000000056	Narf	NM_026272	
ENSMUSG00000059920	4930453N24Rik	NM_026273	
ENSMUSG00000050079	Rspry1	NM_026274	
ENSMUSG00000036241	Ube2r2	NM_026275	
ENSMUSG00000025894	Aasdhppt	NM_026276	
ENSMUSG00000003848	Nob1	NM_026277	
ENSMUSG00000028545	Bend5	NM_026279	
ENSMUSG00000020814	Mxra7	NM_026280	
ENSMUSG00000040234	Tm7sf3	NM_026281	
ENSMUSG00000074476	Spc24	NM_026282	
ENSMUSG00000021770	Samd8	NM_026283	
ENSMUSG00000033323	Ctdp1	NM_026295	
ENSMUSG00000038564	Ift172	NM_026298	
ENSMUSG00000024603	Dctn4	NM_026302	
ENSMUSG00000025899	Alkbh8	NM_026303	
ENSMUSG00000062797	l7Rn6	NM_026304	
ENSMUSG00000055839	Tceb2	NM_026305	
ENSMUSG00000024194	Cuta	NM_026307	
ENSMUSG00000024446	Rpp21	NM_026308	
ENSMUSG00000034192	Lsm3	NM_026309	
ENSMUSG00000057388	Mrpl18	NM_026310	
ENSMUSG00000031226	Pbdc1	NM_026312	
ENSMUSG00000020863	Luc7l3	NM_026313	
ENSMUSG00000027245	Hypk	NM_026318	
ENSMUSG00000028576	Ift74	NM_026319	
ENSMUSG00000051185	Fam174a	NM_026321	
ENSMUSG00000054733	Msra	NM_026322	
ENSMUSG00000003680	Taf6l	NM_026325	
ENSMUSG00000034501	Pcnxl4	NM_026327	
ENSMUSG00000071662	Polr2g	NM_026329	
ENSMUSG00000030750	Nsmce1	NM_026330	
ENSMUSG00000034248	Slc25a37	NM_026331	
ENSMUSG00000027679	Dnajc19	NM_026332	
ENSMUSG00000022325	Pop1	NM_026340	
ENSMUSG00000021809	Nudt13	NM_026341	
ENSMUSG00000061455	Stx17	NM_026343	
ENSMUSG00000028540	Dph2	NM_026344	
ENSMUSG00000032718	Mansc1	NM_026345	
ENSMUSG00000022358	Fbxo32	NM_026346	
ENSMUSG00000062054	Iah1	NM_026347	
ENSMUSG00000028549	Itgb3bp	NM_026348	
ENSMUSG00000004994	Ccdc130	NM_026350	
ENSMUSG00000027804	Ppid	NM_026352	
ENSMUSG00000081534	Slc48a1	NM_026353	
ENSMUSG00000030204	Ddx47	NM_026360	
ENSMUSG00000026991	Pkp4	NM_026361	
ENSMUSG00000016495	Plgrkt	NM_026362	
ENSMUSG00000015869	Prpsap1	NM_026364	
ENSMUSG00000051256	Jagn1	NM_026365	
ENSMUSG00000044442	N6amt1	NM_026366	
ENSMUSG00000039210	Gpatch2	NM_026367	
ENSMUSG00000028578	Caap1	NM_026368	
ENSMUSG00000008475	Arpc5	NM_026369	
ENSMUSG00000030801	Kat8	NM_026370	
ENSMUSG00000024856	Cdk2ap2	NM_026373	
ENSMUSG00000097485	Cdk2ap2	NM_026373	
ENSMUSG00000001016	Ilf2	NM_026374	
ENSMUSG00000026491	Ahctf1	NM_026375	
ENSMUSG00000030123	Plxnd1	NM_026376	
ENSMUSG00000025066	Sfr1	NM_026377	
ENSMUSG00000019039	Dalrd3	NM_026378	
ENSMUSG00000021431	Snrnp48	NM_026382	
ENSMUSG00000028675	Pnrc2	NM_026383	
ENSMUSG00000034484	Snx2	NM_026386	
ENSMUSG00000029030	Tprgl	NM_026388	
ENSMUSG00000001100	Poldip2	NM_026389	
ENSMUSG00000026353	Ubxn4	NM_026390	
ENSMUSG00000041769	Ppp2r2d	NM_026391	
ENSMUSG00000063445	Nmral1	NM_026393	
ENSMUSG00000029048	Rer1	NM_026395	
ENSMUSG00000022247	Brix1	NM_026396	
ENSMUSG00000060152	Pop5	NM_026398	
ENSMUSG00000005150	Wdr83	NM_026399	
ENSMUSG00000004460	Dnajb11	NM_026400	
ENSMUSG00000021967	Mrpl57	NM_026401	
ENSMUSG00000022663	Atg3	NM_026402	
ENSMUSG00000019297	Nop9	NM_026403	
ENSMUSG00000033272	Slc35a4	NM_026404	
ENSMUSG00000019832	Rab32	NM_026405	
ENSMUSG00000028098	Rnf115	NM_026406	
ENSMUSG00000002845	Tmem39a	NM_026407	
ENSMUSG00000024534	Sncaip	NM_026408	
ENSMUSG00000029389	Ddx55	NM_026409	
ENSMUSG00000024791	Cdca5	NM_026410	
ENSMUSG00000019797	1700021F05Rik	NM_026411	
ENSMUSG00000027331	Knstrn	NM_026412	
ENSMUSG00000074457	S100a16	NM_026416	
ENSMUSG00000024072	Yipf4	NM_026417	
ENSMUSG00000030844	Rgs10	NM_026418	
ENSMUSG00000037058	Paip2	NM_026420	
ENSMUSG00000026887	Mrrf	NM_026422	
ENSMUSG00000004996	Mri1	NM_026423	
ENSMUSG00000002728	Naa20	NM_026425	
ENSMUSG00000057363	Uxs1	NM_026430	
ENSMUSG00000020284	1810043G02Rik	NM_026431	
ENSMUSG00000031532	Saraf	NM_026432	
ENSMUSG00000069763	Tmem100	NM_026433	
ENSMUSG00000026889	Rbm18	NM_026434	
ENSMUSG00000027746	Ufm1	NM_026435	
ENSMUSG00000010307	Tmem86a	NM_026436	
ENSMUSG00000020089	Ppa1	NM_026438	
ENSMUSG00000022665	Ccdc80	NM_026439	
ENSMUSG00000009535	Rnmt	NM_026440	
ENSMUSG00000028779	Pef1	NM_026441	
ENSMUSG00000039163	Cmc1	NM_026442	
ENSMUSG00000004748	Mtfp1	NM_026443	
ENSMUSG00000005683	Cs	NM_026444	
ENSMUSG00000025538	Sumf2	NM_026445	
ENSMUSG00000002458	Rgs19	NM_026446	
ENSMUSG00000028986	Klhl7	NM_026448	
ENSMUSG00000031782	Coq9	NM_026452	
ENSMUSG00000031578	Mak16	NM_026453	
ENSMUSG00000034343	Ube2f	NM_026454	
ENSMUSG00000003039	Fam32a	NM_026455	
ENSMUSG00000079658	Tceb1	NM_026456	
ENSMUSG00000042660	Wdr55	NM_026464	
ENSMUSG00000036781	Rps27l	NM_026467	
ENSMUSG00000062683	Atp5g2	NM_026468	
ENSMUSG00000034401	Spata6	NM_026470	
ENSMUSG00000026377	Nifk	NM_026472	
ENSMUSG00000001473	Tubb6	NM_026473	
ENSMUSG00000022024	Sugt1	NM_026474	
ENSMUSG00000018239	Zcchc10	NM_026479	
ENSMUSG00000019943	Atp2b1	NM_026482	
ENSMUSG00000030521	Mphosph10	NM_026483	
ENSMUSG00000024286	Ccny	NM_026484	
ENSMUSG00000015363	Trabd	NM_026485	
ENSMUSG00000013662	Atad1	NM_026487	
ENSMUSG00000030045	Mrpl19	NM_026490	
ENSMUSG00000056763	Cspp1	NM_026493	
ENSMUSG00000028636	Ppcs	NM_026494	
ENSMUSG00000030611	Mrps11	NM_026498	
ENSMUSG00000016921	Srsf6	NM_026499	
ENSMUSG00000026404	Ddx59	NM_026500	
ENSMUSG00000017802	Fam134c	NM_026501	
ENSMUSG00000022972	1110004E09Rik	NM_026502	
ENSMUSG00000026154	1110058L19Rik	NM_026503	
ENSMUSG00000041733	Coq5	NM_026504	
ENSMUSG00000024232	Bambi	NM_026505	
ENSMUSG00000057278	Snrpg	NM_026506	
ENSMUSG00000032400	Zwilch	NM_026507	
ENSMUSG00000005981	Trap1	NM_026508	
ENSMUSG00000029557	Ftsj2	NM_026510	
ENSMUSG00000037787	Apopt1	NM_026511	
ENSMUSG00000038286	Bphl	NM_026512	
ENSMUSG00000078931	Pdf	NM_026513	
ENSMUSG00000036533	Cdc42ep3	NM_026514	
ENSMUSG00000040204	2810417H13Rik	NM_026515	
ENSMUSG00000039221	Rpl22l1	NM_026517	
ENSMUSG00000027131	Emc4	NM_026519	
ENSMUSG00000074922	Fam122a	NM_026520	
ENSMUSG00000062397	Zfp706	NM_026521	
ENSMUSG00000008035	Mid1ip1	NM_026524	
ENSMUSG00000021951	N6amt2	NM_026526	
ENSMUSG00000020309	Chac2	NM_026527	
ENSMUSG00000021807	2700060E02Rik	NM_026528	
ENSMUSG00000024273	2700062C07Rik	NM_026529	
ENSMUSG00000003199	Mpnd	NM_026530	
ENSMUSG00000008450	Nutf2	NM_026532	
ENSMUSG00000090862	Rps13	NM_026533	
ENSMUSG00000028243	Ubxn2b	NM_026534	
ENSMUSG00000054894	Atp5s	NM_026536	
ENSMUSG00000004393	Ddx56	NM_026538	
ENSMUSG00000028089	Chd1l	NM_026539	
ENSMUSG00000018677	Slc25a39	NM_026542	
ENSMUSG00000020381	3010026O09Rik	NM_026543	
ENSMUSG00000030591	Psmd8	NM_026545	
ENSMUSG00000039065	Fam173b	NM_026546	
ENSMUSG00000002635	Pdcd2l	NM_026549	
ENSMUSG00000038683	Pak1ip1	NM_026550	
ENSMUSG00000020935	Dcakd	NM_026551	
ENSMUSG00000079426	Arpc4	NM_026552	
ENSMUSG00000024875	Yif1a	NM_026553	
ENSMUSG00000022774	Ncbp2	NM_026554	
ENSMUSG00000019539	Rcn3	NM_026555	
ENSMUSG00000020483	Dynll2	NM_026556	
ENSMUSG00000029397	Rchy1	NM_026557	
ENSMUSG00000028218	Fam92a	NM_026558	
ENSMUSG00000020803	Txndc17	NM_026559	
ENSMUSG00000028873	Cdca8	NM_026560	
ENSMUSG00000025525	Apool	NM_026565	
ENSMUSG00000037204	Atg101	NM_026566	
ENSMUSG00000020171	Yeats4	NM_026570	
ENSMUSG00000034424	Gcsh	NM_026572	
ENSMUSG00000036572	Upf3b	NM_026573	
ENSMUSG00000034154	Ino80	NM_026574	
ENSMUSG00000016984	Etaa1	NM_026576	
ENSMUSG00000022911	Arl13b	NM_026577	
ENSMUSG00000028010	Gar1	NM_026578	
ENSMUSG00000020255	D10Wsu102e	NM_026579	
ENSMUSG00000021203	Otub2	NM_026580	
ENSMUSG00000028173	Wls	NM_026582	
ENSMUSG00000024104	Fam21	NM_026585	
ENSMUSG00000019710	Mrpl24	NM_026591	
ENSMUSG00000027165	B230118H07Rik	NM_026592	
ENSMUSG00000042106	Fam212a	NM_026597	
ENSMUSG00000021928	Ebpl	NM_026598	
ENSMUSG00000032232	Cgnl1	NM_026599	
ENSMUSG00000005687	Bcas2	NM_026602	
ENSMUSG00000023106	Denr	NM_026603	
ENSMUSG00000026153	Fam135a	NM_026604	
ENSMUSG00000023118	Sympk	NM_026605	
ENSMUSG00000031513	Leprotl1	NM_026609	
ENSMUSG00000022820	Ndufb4	NM_026610	
ENSMUSG00000094724	Rnaset2b	NM_026611	
ENSMUSG00000002416	Ndufb2	NM_026612	
ENSMUSG00000027160	Ccdc34	NM_026613	
ENSMUSG00000023089	Ndufa5	NM_026614	
ENSMUSG00000069020	Urm1	NM_026615	
ENSMUSG00000024925	Rnaseh2c	NM_026616	
ENSMUSG00000020225	Tmbim4	NM_026617	
ENSMUSG00000017188	Coa3	NM_026618	
ENSMUSG00000027349	Fam98b	NM_026620	
ENSMUSG00000037818	3110057O12Rik	NM_026622	
ENSMUSG00000031754	Nudt21	NM_026623	
ENSMUSG00000026495	Efcab2	NM_026626	
ENSMUSG00000001056	Nhp2	NM_026631	
ENSMUSG00000012483	Rpa3	NM_026632	
ENSMUSG00000025732	Fam195a	NM_026633	
ENSMUSG00000032381	Fam96a	NM_026635	
ENSMUSG00000031820	Babam1	NM_026636	
ENSMUSG00000030217	Art4	NM_026639	
ENSMUSG00000024691	Fam111a	NM_026640	
ENSMUSG00000027778	Ift80	NM_026641	
ENSMUSG00000023827	Agpat4	NM_026644	
ENSMUSG00000019082	Slc25a22	NM_026646	
ENSMUSG00000028403	Zdhhc21	NM_026647	
ENSMUSG00000028700	Pomgnt1	NM_026651	
ENSMUSG00000000751	Rpa1	NM_026653	
ENSMUSG00000028688	Toe1	NM_026654	
ENSMUSG00000040177	2310057M21Rik	NM_026655	
ENSMUSG00000032342	Mto1	NM_026658	
ENSMUSG00000001082	Mfsd10	NM_026660	
ENSMUSG00000027628	Aar2	NM_026661	
ENSMUSG00000025742	Prps2	NM_026662	
ENSMUSG00000017288	Vps53	NM_026664	
ENSMUSG00000031922	Cep57	NM_026665	
ENSMUSG00000039473	Ubn1	NM_026666	
ENSMUSG00000029185	Fam114a1	NM_026667	
ENSMUSG00000023010	Tmbim6	NM_026669	
ENSMUSG00000043872	Zmym1	NM_026670	
ENSMUSG00000004035	Gstm7	NM_026672	
ENSMUSG00000079508	Apoo	NM_026673	
ENSMUSG00000037349	Nudt22	NM_026675	
ENSMUSG00000027935	Rab13	NM_026677	
ENSMUSG00000001999	Blvra	NM_026678	
ENSMUSG00000033701	Acbd6	NM_026683	
ENSMUSG00000040048	Ndufb10	NM_026684	
ENSMUSG00000025731	0610011F06Rik	NM_026686	
ENSMUSG00000005510	Ndufs3	NM_026688	
ENSMUSG00000041241	Mul1	NM_026689	
ENSMUSG00000031950	Gabarapl2	NM_026693	
ENSMUSG00000004610	Etfb	NM_026695	
ENSMUSG00000058706	0610030E20Rik	NM_026696	
ENSMUSG00000026878	Rab14	NM_026697	
ENSMUSG00000019295	Tmem129	NM_026698	
ENSMUSG00000026895	Ndufa8	NM_026703	
ENSMUSG00000019437	Tlcd1	NM_026708	
ENSMUSG00000073423	Zfp414	NM_026712	
ENSMUSG00000028689	Ccdc163	NM_026714	
ENSMUSG00000041870	Ankrd13a	NM_026718	
ENSMUSG00000073725	Lmbrd1	NM_026719	
ENSMUSG00000002105	Slc39a13	NM_026721	
ENSMUSG00000062006	Rpl34	NM_026724	
ENSMUSG00000026544	Dusp23	NM_026725	
ENSMUSG00000028601	Echdc2	NM_026728	
ENSMUSG00000018858	Ict1	NM_026729	
ENSMUSG00000022579	Gpihbp1	NM_026730	
ENSMUSG00000037166	Ppp1r14a	NM_026731	
ENSMUSG00000023939	Mrpl14	NM_026732	
ENSMUSG00000030614	Tmem126b	NM_026734	
ENSMUSG00000006262	Mob1b	NM_026735	
ENSMUSG00000061360	Phf5a	NM_026737	
ENSMUSG00000037960	1110007C09Rik	NM_026738	
ENSMUSG00000051550	Zfp579	NM_026741	
ENSMUSG00000028261	Ndufaf4	NM_026742	
ENSMUSG00000030037	Mrpl53	NM_026744	
ENSMUSG00000059586	Nsmce2	NM_026746	
ENSMUSG00000029547	Ints1	NM_026748	
ENSMUSG00000021286	Zfyve21	NM_026752	
ENSMUSG00000031879	Fam96b	NM_026753	
ENSMUSG00000020831	0610010K14Rik	NM_026757	
ENSMUSG00000031843	Mphosph6	NM_026758	
ENSMUSG00000022370	Mrpl13	NM_026759	
ENSMUSG00000041203	2310036O22Rik	NM_026760	
ENSMUSG00000089917	Uckl1	NM_026765	
ENSMUSG00000042737	Dpm3	NM_026767	
ENSMUSG00000023967	Mrps18a	NM_026768	
ENSMUSG00000045664	Cdc42ep2	NM_026772	
ENSMUSG00000087260	Lamtor5	NM_026774	
ENSMUSG00000021248	Tmed10	NM_026775	
ENSMUSG00000078656	Vps25	NM_026776	
ENSMUSG00000054196	Cthrc1	NM_026778	
ENSMUSG00000028821	Syf2	NM_026780	
ENSMUSG00000024018	Ccdc167	NM_026782	
ENSMUSG00000027952	Pmvk	NM_026784	
ENSMUSG00000001403	Ube2c	NM_026785	
ENSMUSG00000045237	1110012L19Rik	NM_026787	
ENSMUSG00000029376	Mthfd2l	NM_026788	
ENSMUSG00000008167	Fbxw9	NM_026791	
ENSMUSG00000031467	Agpat5	NM_026792	
ENSMUSG00000046916	Myct1	NM_026793	
ENSMUSG00000032526	Deb1	NM_026794	
ENSMUSG00000026603	Smyd2	NM_026796	
ENSMUSG00000017734	Dbndd2	NM_026797	
ENSMUSG00000024667	Tmem216	NM_026798	
ENSMUSG00000022191	Drosha	NM_026799	
ENSMUSG00000022215	Fitm1	NM_026808	
ENSMUSG00000032498	Mlh1	NM_026810	
ENSMUSG00000030532	Hddc3	NM_026812	
ENSMUSG00000036561	Ppp6r2	NM_026813	
ENSMUSG00000067995	Gtf2f2	NM_026816	
ENSMUSG00000022621	Rabl2	NM_026817	
